date	news_org	title	maintext	sentiment
20240430	조선일보	[사설] 尹 李 의대 증원 연금 개혁 협력하기로, 정치 복원 희망 줬다	더불어민주당 이재명 대표가 어제 윤석열 대통령과의 회담에서 “의대 정원 확대 같은 의료 개혁은 반드시 해야 될 주요 과제이기 때문에 민주당도 적극 협력하겠다”며 “여야와 의료계가 함께 논의한다면 좋은 해법이 마련될 것 같다”고 했다. 이어 “대통령의 정책 방향이 옳다”고도 했다. 두 달째 이어지고 있는 의료 파행 사태는 국민 건강과 생명에 영향을 미치는..	1
20240430	조선일보	[사설] 입법 폭주 전문 민주당이 “다수당 폭거” “반민주” 항의한다니	국민의힘이 다수 의석을 가진 서울시의회가 학생인권조례를 폐지하자 민주당 시의원들이 “다수당 폭거” “반민주적”이라고 비판했다. 서울시의회 구성은 국회와 정반대로 전체 111명 중 75명이 국민의힘 소속이다. 3분의 2가 넘는다. 학생인권조례 폐지안은 국민의힘 시의원들로 구성한 특위에서 의결했고 국민의힘 출신 의장이 긴급 안건으로 상정한 데 이어 국민의힘..	0
20240430	조선일보	[사설] 무슨 수를 쓰더라도 ‘미친 집값’ 되풀이만은 막아야	고금리에다 건설 원자재 값이 급등하면서 앞으로 3~5년 뒤 집값을 좌우할 아파트 신축 인허가 건수가 급감했다. 지난 2년간(2022~2023년) 수도권 아파트 인허가 물량이 그 직전 2년(2020~2021년)보다 27% 줄었고, 특히 서울은 45%나 감소했다. 지난해 서울 아파트 인허가 건수는 2만1284 가구로, 통계를 집계한 2007년 이후 가장 적..	0
20240430	세계일보	[사설] 尹 李 첫 회담, 협치 첫걸음 뗐지만 아쉬움 많이 남는다	윤석열 대통령과 더불어민주당 이재명 대표가 어제 오후 용산 대통령실에서 첫 회담을 열어 정국 현안을 논의했다. 양측은 거의 모든 현안에 대해 이견을 확인했지만, 이런 만남을 자주 갖기로 했다는 점은 고무적인 일이다. 이 대표는 모두발언에서부터 “지난 2년은 정치가 실종되고 지배와 통치만 있었다는 평가가 있다”며 강경한 어조로 전반적인 국정기조의 변화를 ..	1
20240430	동아일보	[사설]與 비대위장 돌고 돌아 황우여 참패 이유 확인한 혼돈의 3주	국민의힘이 어제 새 비대위원장에 황우여 전 새누리당 대표를 지명했다. 4 10총선 참패 이후 19일 만이다. 한동훈 비대위원장 사퇴 이후 비대위원장을 맡겠다는 중진급 인사가 나오지 않자 사실상 8년 전 정치 일선을 떠난 황 전 대표에게 손을 내민 것이다. 황 전 대표가 전국위 의결 등을 거쳐 공식 취임하면 6월 말이나 7월 초 열리는 전당대회까지 두 달..	0
20240430	서울신문	[사설] 첫술 뜬 尹 李 회담 협치 불씨 살려 가야	윤석열 대통령과 이재명 더불어민주당 대표가 어제 윤 대통령 취임 후 처음 이뤄진 양자회담에서 의료개혁의 필요성과 의대 증원의 불가피성에 대해 인식을 같이하고 향후 협력해 나가기로 했다. 윤 대통령과 이 대표는 앞으로도 양자 또는 여당 대표를 포함한 3자 회동 등 다양한 형식으로 계속 만나기로 했다. 이 대표가 제안한 1인당 25만원의 민생회복지원금에 대..	1
20240429	경향신문	[사설] 성과 없이 끝난 윤 이 회담, 국정기조 전환은 없었다	윤석열 대통령과 이재명 더불어민주당 대표가 29일 용산 대통령실에서 만나 정국 현안을 두고 의견을 나눴다. 대통령과 국회 과반을 차지한 제1야당 대표가 만나기까지 꼬박 720일이 걸렸다. 덕담으로 시작하고 마무리했지만, 당초 국정 변화와 협치 돌파구를 기대한 것에는 한참 못 미쳤다. 소통 원칙에 공감한 것 외에는 이 대표가 전달한 총선 민심을 윤 대통령..	0
20240429	한겨레	[사설] ‘변화’ 안 보인 윤 대통령, 총선 전과 무엇이 달라졌나	윤석열 대통령과 이재명 더불어민주당 대표가 29일 오후 첫 회담을 열었다. 현 정부 출범 2년 만이다. 어렵게 성사된 이번 회담은 향후 정국에 중대한 변곡점이 될 수 있다는 점에서 관심과 기대를 모았다. 윤 대통령은 이번 총선에서 여당인 국민의힘이 참패한 결과 거대 야당의 협조 없이는 남은 3년 임기 동안 정상적인 국정 운영이 어렵게 됐다. 따라서 무엇..	1
20240429	한겨레	[사설] ‘과거사’ 역행 김광동 위원장, 그 자리 있어선 안된다	뉴라이트 출신 김광동 진실화해위원장이 주도하는 ‘과거사 청산’ 퇴행이 도를 넘고 있다. 한국전쟁기 국가폭력의 진실을 밝혀내기 위해 설립한 진실화해위원회 취지에 반하는 행동을 서슴지 않는다. 위원장에 취임하자마자 난데없이 ‘부역자 색출’을 들고나오더니, 이젠 미성년자를 부역자로 몰아 즉결처형한 일들까지 정당화하려 한다. 국가폭력으로 억울하게 희생된 피해자..	0
20240429	문화일보	우여곡절 끝에 열린 尹 李회담과 초당적 국가 개혁 과제[사설]	윤석열 대통령과 이재명 더불어민주당 대표의 29일 오후 회담은, 만남 그 자체에 가장 큰 의미가 있다. 2년 전 대선 승패에 따라 국정 최고책임자와 야당 최고지도자로 신분이 바뀌었지만, 입법 독주와 거부권 발동 등 대선 연장전 같은 대치가 이어지면서 국가 시스템이 표류해왔는데, 이런 상황을 개변(改變)할 계기이기 때문이다. 그간의 우여곡절이 말해주듯, ..	1
20240429	한국일보	[사설] '친윤' '친명' 기운 여야 원내대표... 총선 민의 어긋난다	"22대 국회의 첫해를 이끌 여야 차기 원내대표가 내달 3일 동시에 선출된다. 더불어민주당에서는 친이재명계 박찬대 의원이 단독 출마했고, 국민의힘에선 ‘찐윤’(진짜 친윤석열계) 이철규 의원이 유력한 후보다. 당내 이렇다 할 경쟁자 없이 주류를 대표하는 인사가 사실상 추대되는 모습은 4 10 총선 민의와 거리가 있다는 점에서 우려스럽다. 
민주당에선 박 의.."	0
20240429	서울신문	[사설] ‘민생’ 접점 찾아 여야정 대화 복원하는 회담 되길	윤석열 대통령과 더불어민주당 이재명 대표의 회동이 오늘 오후 용산 대통령실에서 열린다. 2022년 5월 윤 대통령 취임 이후 처음 성사된 양자 회동이 꽉 막힌 정국의 실마리를 푸는 자리가 될 수 있기를 기대한다. 이번 만남은 의제의 사전 조율 없이 진행되는 만큼 공동발표문까지 나오기는 쉽지 않을 것이다. 그렇다 해도 민생경제와 정국 현안들을 두 사람이 ..	1
20240429	동아일보	[사설]투자 유치 美 반도체기업 R&D 부지에 아파트 지으려던 정부	미국 1위 반도체 장비업체 어플라이드 머티어리얼스(AMAT)의 한국 연구개발(R&D)센터 건립 계획이 우리 정부, 지방자치단체의 업무 혼선 탓에 차질이 빚어졌다. 센터를 지으려던 땅을 정부가 주택 공급을 위한 공공택지 후보지로 포함시켰기 때문이다. 윤석열 대통령이 2022년 방미 때 투자 유치에 성공했다고 자랑한 사업인데, 이런 어이없는 일이 벌어졌다...	0
20240429	동아일보	[사설]尹-李 회담 ‘정치’든 ‘협치’든 서로 경청하고 절제하라	윤석열 대통령과 더불어민주당 이재명 대표가 오늘 오후 용산 대통령실에서 만난다. 1시간 남짓 예상되는 차담(茶談)회는 현 정권 출범 후 2년 만에 두 사람이 국정을 논의하는 첫 자리다. 2차례 사전 조율에서 의제에 합의하지 못하면서 오찬을 겸한 회담이 아닌 차담 형식으로 성사됐다. 꽉 막힌 정치, 팍팍한 민생 등 대통령과 제1야당 대표가 함께 논의하고 ..	1
20240429	중앙일보	[사설] 국민에게 희망 주는 영수회담을 기대한다	"━
 대통령은 많이 듣고, 이 대표는 절충의 자세로 임하길 
 
 ━
 의료 파업, 총리 인준 논의하되 회담 정례화가 최우선 
 윤석열 대통령과 이재명 더불어민주당 대표의 첫 영수회담이 오늘 오후 열린다. 현 정부 출범 2년 만이다. 이번 회담은 양측 실무진 협상이 수차례 결렬된 끝에 어렵게 성사됐다. 그런 만큼 양측은 허심탄회하게 모든 현안을 논의해 .."	1
20240429	국민일보	[사설] 오늘 첫 尹 李 회담, 협치로 가는 첫걸음 되길	윤석열 대통령이 오늘 오후 2시 용산 대통령실에서 이재명 더불어민주당대표를 만난다. 윤 대통령이 이 대표에게 전화를 걸어 회동을 제안한 지 열흘 만이다. 윤 대통령은 국정을 책임지고 있는 행정부 수반이자 실질적인 여권의 수장이다. 이 대표는 대선 패배에도 불구하고 국회 제1당을 장악하고 있는 야당 지도자다. 두 사람의 첫 영수회담은 정국의 중요한 변곡점..	1
20240429	조선일보	[사설] 尹 李 첫 회동, 정례화만 합의해도 성과	윤석열 대통령과 이재명 민주당 대표가 오늘 오후 대통령실에서 첫 회담을 갖는다. 회담 성사 과정은 순탄치 않았다. 윤 대통령이 전화로 회담을 제의한 게 지난 19일인데 성사까지 열흘이 걸렸다. 양측이 의제 사전 조율을 놓고 좀처럼 이견을 좁히지 못했다. 윤 대통령 취임 후 처음으로 두 사람이 만나는 것 자체로 의미가 있는데 불필요한 신경전에 매몰돼 자칫..	1
20240429	조선일보	[사설] ‘세계 최대 반도체 단지’ 추진국에서 벌어지는 황당한 일들	세계 1위 반도체 장비 기업인 미국 AMAT가 경기도 오산에 지으려던 연구개발(R&D) 센터가 정부의 무신경 탓에 암초에 부딪혔다. 2022년 윤석열 대통령이 방미 성과로 대대적으로 홍보했던 투자 건으로, AMAT가 토지를 매입하고 기본 건축 설계까지 끝냈는데 국토부가 오산시 가장동 일대를 공공 택지 후보지로 발표하며 이 부지를 포함시킨 것이다. 공공 ..	0
20240429	세계일보	[사설] ‘강성’ 의협 차기 회장이 의 정 갈등 해소의 가장 큰 걸림돌	의 정 갈등이 최악의 상황으로 치달을 조짐을 보인다. 다음 달 1일 취임하는 임현택 의협 차기 회장이 초강성 발언을 잇달아 쏟아내고 있어서다. 그는 어제 의협 정기 대의원 총회에서 “한국 의료가 낭떠러지로 곤두박질치는데도 정부는 문제 해결을 위한 자세를 취하기는커녕 의료개혁이라며 의대 증원 2000명을 고수하고 필수의료 정책 패키지를 강행하고 있다”며 ..	0
20240429	세계일보	[사설] 오 공수처장 후보자, ‘채 상병’ 수사 외압 의혹 철저히 밝혀야	"윤석열 대통령이 엊그제 판사 출신 오동운 변호사를 고위공직자범죄수사처(공수처) 처장 후보자로 지명했다. 전임자가 3년 임기를 마치고 물러난 지 3개월이 지났다는 점에서 만시지탄을 금할 수 없다. 공수처가 직면한 최대 현안인 해병대 채 상병 순직 사건을 엄정히 수사함으로써 각종 의혹을 낱낱이 규명하는 계기가 돼야 할 것이다. 
 
 공수처는 문재인정부 시.."	1
20240429	세계일보	[사설] 비대위원장 구인난, ‘찐윤’ 원내대표 유력한 與의 지리멸렬	4 10 총선 참패 20일이 다 됐으나 국민의힘이 좀처럼 당 정상화에 시동을 걸지 못하고 있다. 국민의힘은 오늘 3차 당선자 총회를 연다. 앞서 국민의힘은 비대위원회를 거쳐 조기 전당대회에서 새 당 대표를 선출하기로 했다. 따라서 이번 비대위원장은 전대를 준비하는 임기 두 달 안팎의 관리형으로 권한의 한계가 명확하다. 기존 전당대회 규정인 ‘당원투표 1..	0
20240428	경향신문	[사설]여당의 ‘협치’ 요구, 채 상병 특검법 거부 명분 될 수 없다	국민의힘이 더불어민주당을 향해 연일 ‘협치’를 거론하고 있다. 정희용 수석대변인은 지난 27일 윤석열 대통령과 이재명 민주당 대표의 회담을 앞두고 “민생의 고통이 큰 시급한 현안을 먼저 살피라는 민심의 목소리를 받들고 실질적 성과를 도출하려면 무엇보다 협치가 기반이 돼야 한다”고 했다. 이양수 원내수석부대표는 지난 26일 민주당이 다음달 2일 국회 본회..	0
20240428	경향신문	[사설] 책임 막중한 공수처장 후보, 독립성 능력 철저 검증해야	윤석열 대통령이 지난 26일 고위공직자범죄수사처(공수처)장 후보로 판사 출신 오동운 변호사(54 사법연수원 27기)를 지명했다. 지난 1월 김진욱 전 처장 퇴임 이후 3개월여 만이다. 윤 대통령은 그동안 여권이 밀던 인사가 후보군에 포함되지 않자 공수처장 임명 절차 자체를 뭉개왔다. 윤 대통령이 어떤 심경 변화로 오 변호사를 선택했는지 알 수 없지만 뒤..	0
20240428	한겨레	[사설] 윤 대통령, ‘소통 시늉’ 그치려 한다면 큰 패착 될 것	"윤석열 대통령이 취임 2년 만에 처음으로 29일 이재명 더불어민주당 대표를 만난다. 오후 2시 서울 용산 대통령실에서 1시간가량 차담 형식으로 진행되는 이 회담은 막판까지 진통이 적지 않았다. 아무쪼록 어렵게 성사된 만큼 성과를 내 국민들의 관심과 기대에 부응하기 바란다. 그러기 위해선 무엇보다 윤 대통령의 열린 자세가 요구된다.
이번 회담은 윤 대통령.."	1
20240428	한겨레	[사설] 공수처장 후보자, 공수처 ‘중립성 확립’ 분명히 밝혀야	"윤석열 대통령이 지난 26일 고위공직자범죄수사처장 후보자에 여권이 추천한 판사 출신 오동운 변호사를 지명했다. 김진욱 전 공수처장이 지난 1월 퇴임한 지 97일 만이다. 2월29일 공수처장 후보추천위원회가 오 후보자 등 2명을 추천한 지도 두달 가까이 지났다.
그동안 신속히 공수처장을 임명해 공수처 운영을 정상화하라는 요구가 빗발쳤지만, 윤 대통령은 지.."	0
20240427	한국일보	[사설] 29일 영수회담 민생위기 국론분열 타개할 계기 마련을	윤석열 대통령과 이재명 더불어민주당 대표가 29일 오후 2시 용산 대통령실에서 영수회담을 갖는다. 일주일간 이어진 기싸움을 끝내고 의제 시간에 제한을 두지 않고 만나기로 한 것을 환영한다. 해외 정상회담도 아닌 데다 형식을 따질 상황이 아니란 여론에 양측이 공감한 결과일 것이다. 홍철호 대통령실 정무수석은 “대통령과 야당 대표의 허심탄회한 대화로 여러 ..	1
20240427	한국일보	[사설] 커진 대통령실 개입 의혹  ‘채 상병 외압’ 공수처로 되겠나	‘채수근 상병 순직’ 외압 사건과 관련해 고위공직자범죄수사처(공수처)가 유재은 국방부 법무관리관을 어제 소환 조사했다. 해병대 수사단에 압력을 넣은 혐의(직권남용 권리행사방해 혐의)를 받는 그는 대통령실의 지시를 받은 정황까지 드러났다. 공교롭게 이날 윤석열 대통령은 3개월 공석이던 공수처장 자리에 판사 출신 오동운 변호사를 임명했다. 움직임이 빨라지고..	0
20240427	국민일보	[사설] 마침내 열리는 尹 李 회담, 국민에 희망줘야	윤석열 대통령과 이재명 더불어민주당 대표가 29일 오후 2시 서울 용산 대통령실에서 첫 양자회담을 갖기로 했다. 윤 대통령이 만남을 제안한 지 일주일 만에 날짜가 정해졌다. 그동안 의제를 조율하는 실무협상이 난항을 겪으며 영수회담이 불발되는 것 아니냐는 우려까지 있었던 만큼 이번 기회를 잘 살려야 한다. 양측이 진정성 있는 허심탄회한 대화로 협치의 첫발..	1
20240426	세계일보	[사설] 29일 용산서 의제 없이 첫 영수회담 민생 협치 성과 내길	윤석열 대통령과 이재명 더불어민주당 대표 간 영수회담이 29일 오후 2시 용산 대통령실에서 열린다. 윤 대통령 취임 2년여 만이다. 이 대표가 어제 “의제 조율이 녹록지 않은 것 같다”며 “다 접어두고 만나겠다”고 해 돌파구를 찾았다. 두 차례 실무협의에서 의제를 놓고 타협점을 찾지 못해 회동 무산 가능성까지 제기된 상황에서 이뤄진 이 대표의 결단은 환..	1
20240426	한겨레	[사설] 2년 만에 성사된 윤-이 회담, ‘민심’ 받들고 ‘민생’ 위한 ‘협치’ 첫걸음 돼야	"윤석열 대통령과 이재명 더불어민주당 대표가 오는 29일 윤 대통령 취임 이후 첫 양자 회담을 열기로 했다. 윤 대통령과 이 대표는 의제에 제한을 두지 않고 국정 전반에 대한 의견을 폭넓게 나눌 예정이라고 한다. 2년 만의 첫 회담인 만큼 협치의 물꼬를 트고, 총선에서 확인된 민심과 민생 현안을 논의하는 자리가 되어야 한다.
이번 회담은 사전 의제 조율을.."	1
20240426	경향신문	[사설]윤 이 회담, 국정기조 전환 민생 길 여는 자리 되어야	윤석열 대통령과 이재명 더불어민주당 대표가 오는 29일 용산 대통령실에서 회담하기로 했다. 천준호 민주당 대표비서실장은 26일 “총선에 나타난 민심을 가감없이 윤 대통령에게 전달하고 국민이 원하는 민생 회복과 국정기조 전환 방안을 논의하는 회담이 될 것으로 기대한다”며 “특별한 의제 제한은 두지 않기로 했다”고 말했다. 당초 민주당은 회담 의제를 조율해..	1
20240426	문화일보	‘尹 책임론’ 쏟아지는데 또 친윤 지도부 밀어붙이는 與[사설]	집권당 사상 최대의 총선 패배를 당한 국민의힘이 2주가 지나도록 갈피를 못 잡고 있다. 뒤늦게 윤석열 대통령에 대한 책임론이 봇물 같이 쏟아지고 있지만, 대통령실이나 당 주류인 친윤 그룹에서는 다시 당권 장악에만 몰두하고 있다. 민심이나 여론조사 수치상 윤 대통령의 불통 오만 이미지와 잇단 실책이 총선 패배의 원인으로 나와 있는데도 대통령의 눈치를 보느..	0
20240426	문화일보	조건 없이 尹대통령 만나겠다는 李, 협치 진정성 보여야[사설]	이재명 더불어민주당 대표가 26일 윤석열 대통령과의 회담과 관련해 “다 접어두고 먼저 윤 대통령을 만나도록 하겠다”고 했다. 회담이 공표된 지 1주일이 지나도록 일정 등이 정해지지 않은 교착 상태를 정리한 이 대표의 입장은 매우 바람직하다. 단, 4 10 총선 압승 이후 민주당 내 전개된 기류나 두 차례 실무 협의 과정에서 보여준 모습을 보면 과연 민주..	1
20240426	한국일보	[사설] 尹-李 회담, 민심에서 먼 정략적 접근 안 된다	윤석열 대통령과 이재명 더불어민주당 대표의 첫 영수회담을 위한 2차 실무회동이 어제 빈손으로 끝났다. 양측이 의제 조율에 난항을 겪으면서 회담 시기는 순연될 전망이다. 윤 정부 출범 후 2년 만의 첫 영수회담이 국면전환용 이벤트가 되지 않으려면 합의 가능한 의제 조율은 필요하다. 그러나 회담 전 지나친 신경전은 정치 복원과 민생 해결이라는 취지는 물론 ..	0
20240426	중앙일보	[사설] 영수회담, 합의 가능 의제부터 찾아 국민 기대 부응하길	"━
 상대가 수용 힘들 강경 요구만 고집해선 안 돼 
 
 ━
 정쟁적 사안 보다 민생 이슈부터 우선 다뤄야 
 윤석열 대통령 취임 이후 처음 열릴 여야 영수회담이 준비 단계부터 순탄치 않다. 대통령실 홍철호 정무수석과 더불어민주당 천준호 대표비서실장이 23일에 이어 어제 두 번째 실무협상을 열었지만 별다른 진전 없이 헤어졌다. 민주당이 이미 여러 가지.."	0
20240426	국민일보	[사설] 국민의힘, 대통령 눈치만 살피는 정당에서 탈피해야	국민의힘이 산하 싱크탱크인 여의도연구원 주최로 토론회를 갖고 총선 참패의 원인을 분석했다. 선거가 끝난 지 보름 만에 드디어 당 차원의 평가 자리가 처음 마련된 것이다. 토론회에선 예상대로 쓴소리가 쏟아졌다. 도로영남당, 경포당(경기도를 포기한 당)이라는 자조가 터져나왔다. 하지만 이것으로는 결코 충분치 않다. 한 차례 면피성 토론회로 반성과 성찰을 끝..	0
20240426	조선일보	[사설] 日 정부는 한국을 적성국으로 보겠다는 건가	일본 정부가 일본의 국민 메신저 ‘라인’을 운영하는 네이버에 대해 현지 법인 라인야후의 지분을 포기하라고 압박하고 있다. 라인야후는 네이버와 일본 소프트뱅크가 50%씩 지분을 나눠 설립한 회사로, 현재 네이버가 경영권을 갖고 있다. 작년 11월 라인의 고객 정보를 관리하는 네이버의 클라우드(가상 서버)가 해킹당해 고객 51만명 개인 정보가 유출되는 사고..	0
20240426	조선일보	[사설] 與 출마자들 “대통령 때문에 참패” 선거 전에 직언했어야	"국민의힘 싱크탱크인 여의도연구원이 개최한 총선 참패 원인 분석 토론회에서 “윤석열 대통령 때문에 망했다”는 얘기가 나왔다. 선거가 끝난 지 보름 만에야 쓴소리가 나온 것이다. 
 
한 수도권 낙선자는 “걸핏하면 대통령이 격노했다고 하는데 격노할 사람은 국민 아니냐”며 “대통령의 큰 정책보다 ‘스타일과 태도가 싫다’ ‘대통령 부부 모습이 싫다’는 사람이 .."	0
20240426	동아일보	[사설]산으로 가는 연금 개혁 백지안 낸 정부 무책임부터 짚어야	최근 국회 연금개혁특별위원회 공론화위원회가 내놓은 ‘더 내고 더 받기’ 식의 국민연금 개혁안에 대해 정부가 반대의견을 냈다. 이기일 보건복지부 1차관은 그제 전문가 간담회에서 “공론화 (과정)에서 많은 지지를 받은 안에 대해 재정의 지속가능성을 우려하는 목소리가 있다”고 했다. 공론화위 시민대표단이 설문조사에서 선호한 소득대체율 상향 방안이 재정 안정이..	0
20240425	세계일보	[사설] 대표에 원내대표까지 범법자인 '조국당'의 참담한 현실	조국혁신당이 어제 당선인 총회에서 원내대표로 황운하(비례 재선) 당선인을 만장일치로 선출했다. 조국 대표와 함께 황 원내대표가 22대 국회 조국혁신당을 이끌게 된 것이다. 조 대표와 황 원내대표는 각각 자녀 입시 비리와 문재인정부 때 벌어진 울산시장 선거 개입 사건으로 1 2심 재판에서 실형을 선고받은 상태다. 울산시장 선거 개입 사건 당시 청와대 민정..	1
20240425	한겨레	총선 참패에도 ‘도로 친윤’ 원내대표설, 반성 없는 여권 [사설]	총선 참패 뒤 새 지도부 구성을 앞두고 있는 국민의힘에서 ‘친윤’ 의원들 중심으로 ‘윤핵관’ 이철규 의원을 새 원내대표로 선출해야 한다는 목소리가 커지고 있다. 국민의힘 원내대표 경선은 다음달 3일 열린다. 이 의원 본인도 최근 여러 당선자 그룹을 잇따라 접촉하는가 하면, 25일 공개된 강원일보 인터뷰에선 “개인의 명예나 이익을 위해 뛰는 사람보다는 당..	0
20240425	한겨레	1분기 깜짝 성장, ‘반도체 착시’ 걷어내고 냉정히 봐야 [사설]	"올해 1분기 한국 경제가 예상을 뛰어넘는 성장을 한 것으로 나타났다. 반도체를 중심으로 수출 회복세가 이어진데다 민간소비와 건설투자 등 부진했던 내수도 개선됐다. 하지만 민간이 체감할 수 있는 경기회복으로 이어질지는 여전히 미지수다.
한국은행이 25일 발표한 국내총생산(GDP) 성장률(속보치)은 전기 대비 1.3%로, 8분기째 이어지던 ‘0%대 성장률’.."	0
20240425	경향신문	[사설]일 정부 ‘네이버 라인 지분 정리’ 요구, 한국을 적성국으로 보나	일본에서 ‘국민 메신저’로 통하는 ‘라인(LINE)’을 개발해 운영해온 네이버가 일본 정부로부터 경영권 포기 압력을 받고 있다. 25일 일본 언론들에 따르면 일본 총무성이 지난해 발생한 라인의 개인정보 유출 책임을 물어 운영사인 라인야후의 네이버 지분 정리를 요구했다고 한다. 라인야후는 네이버와 일본 기업 소프트뱅크가 50%씩 출자해 만든 A홀딩스가 6..	0
